"Toponym","Freq","Type"
"Da[",4,"Oikonym"
"Daḫa",66,"Oronym"
"Daḫa[",1,"Choronym"
"Daḫara",11,"Choronym"
"Daḫara",11,"Hydronym"
"Daḫara[",1,"Oikonym"
"Daḫarama",1,"Oikonym"
"Daḫaruwa",1,"Oronym"
"Daḫaya",10,"Oikonym"
"Daḫaya",10,"Oronym"
"Daḫdaḫḫu",1,"Choronym"
"Dadat[",1,"Oikonym"
"Daddaḫaya",1,"Hydronym"
"Dagannunta",1,"Oikonym"
"Daganza",1,"Oikonym"
"Daganziya",1,"Oikonym"
"Dahašta (?)",2,"Hydronym"
"Dakašu[",1,"Oikonym"
"Dala",2,"Oikonym"
"Dalawa",14,"Choronym"
"Dammelḫa",2,"Oikonym"
"Damnašara",1,"Oronym"
"Damrata (?)",1,"Hydronym"
"Damša (?)",1,"Oikonym"
"Danku[",2,"Oronym"
"Dankušna",3,"Choronym"
"Dankuwa",9,"Choronym"
"Darutena",1,"Oronym"
"Dašša",2,"Oikonym"
"Daššenatta",4,"Choronym"
"Datti[",1,"Oikonym"
"Datumma (?)",1,"Oikonym"
"Diweššaipwe (?)",1,"Oikonym"
"Du[ ]ni[",1,"Oikonym"
"Du[",9,"Oikonym"
"Du[",9,"Oronym"
"Duḫdušna",1,"Oikonym"
"DU6",2,"Oikonym"
"Duddu[",2,"Oikonym"
"Duddu[",2,"Oronym"
"Duddul",5,"Oikonym"
"Duddušga",5,"Oikonym"
"Dudulma",1,"Oikonym"
"Duk[",1,"Oikonym"
"Dukkamma",8,"Oikonym"
"Dukriš",2,"Oikonym"
"Duldu[",1,"Hydronym"
"Dumantiya",1,"Oikonym"
"Dunanapa",6,"Choronym"
"Dunna",22,"Choronym"
"Dunniyari",3,"Oronym"
"Dunta",7,"Oikonym"
"Dupitta",1,"Oikonym"
"Dura",3,"Choronym"
"Durmitta",79,"Choronym"
"Duruwaduruwa",2,"Oikonym"
"Dušḫapa",1,"Oikonym"
"Dušara",3,"Oronym"
"Duwawiya",1,"Oikonym"
"Eḫuriya (?)",1,"Oronym"
"Ebla",37,"Oikonym"
"Egara",1,"Oikonym"
"Eki[",1,"Hydronym"
"Ekuši",1,"Oronym"
"Elam",20,"Choronym"
"Ella",2,"Hydronym"
"Ellipra",3,"Oikonym"
"Elluriya",6,"Oronym"
"Emar",3,"Oikonym"
"Ememeya",2,"Oikonym"
"Enduwa",1,"Oikonym"
"Eridu (?)",1,"Oikonym"
"ERIN",1,"Oronym"
"Erzeli",3,"Oronym"
"Eš[",1,"Oronym"
"Etarziya",1,"Oronym"
"Etna",6,"Oronym"
"Ga[ (?)",1,"Oikonym"
"Gaggapaḫa",2,"Oikonym"
"Gal[",1,"Choronym"
"Galaniya",4,"Oronym"
"Galaš[",1,"Choronym"
"Galli[",1,"Hydronym"
"Galpi[",2,"Choronym"
"GAM-ta",1,"Choronym"
"GAM-ta",1,"Hydronym"
"Ganazpa",1,"Oronym"
"Gapagapa",3,"Oronym"
"Gapallunuwa",1,"Oronym"
"Gapeltapi",1,"Oikonym"
"Gapiliwanta",2,"Oikonym"
"Gaški[",1,"Oikonym"
"Gašmiyaḫa",1,"Oikonym"
"Gaštaḫaruga",1,"Oikonym"
"Gašumiya[",1,"Oikonym"
"Gatuma",3,"Oikonym"
"Gawattagga",1,"Oikonym"
"Gawattaru",1,"Oikonym"
"Gazgalpaduna",2,"Oikonym"
"Gazu[",1,"Oikonym"
"Gazzana",1,"Oikonym"
"Gazzarunaili",1,"Hydronym"
"Gazzimar",19,"Oikonym"
"Gazziura",5,"Oikonym"
"GE6",2,"Oronym"
"Gi[ (?)",1,"Oikonym"
"Giala",2,"Oikonym"
"GÚ.DU8.ŠÚ.A",1,"Oikonym"
"GÚ.ŠÚ.A",1,"Choronym"
"Gubla",2,"Oikonym"
"Gullallia",1,"Oronym"
"Gullanta",2,"Oikonym"
"Gulme[",1,"Choronym"
"Gulpina",1,"Oikonym"
"Gurganta",1,"Oikonym"
"Gurmaliya",1,"Hydronym"
"Guršammašša",6,"Oikonym"
"Gurta",2,"Oikonym"
"Gurtališša",2,"Oikonym"
"GURUN-ašša",1,"Oikonym"
"GUŠKIN",1,"Oronym"
"HAR[",5,"Choronym"
"Haššalana",2,"Oronym"
"I[",5,"Hydronym"
"I[",5,"Oikonym"
"Iḫuwalli[",1,"Oikonym"
"Idaḫalmuna",4,"Oronym"
"Idiqlat",1,"Hydronym"
"Idu[",1,"Oikonym"
"Ik[",1,"Oikonym"
"Ikakališ",3,"Oikonym"
"Ikakšipa",1,"Choronym"
"Ikallati",1,"Oikonym"
"Ikinkali",13,"Oikonym"
"Ikšuna",5,"Oikonym"
"Iku[",1,"Oikonym"
"Ikulana (?)",1,"Oronym"
"Ikušši[",2,"Oikonym"
"Ikuwaniya",7,"Choronym"
"Il[",1,"Oikonym"
"Ilal[",1,"Oronym"
"Ilalimma",2,"Oikonym"
"Ilaluḫa",2,"Choronym"
"Ilanzura",2,"Choronym"
"Ilawa",1,"Oikonym"
"Iliša",3,"Oronym"
"Illa",1,"Hydronym"
"Illaya",25,"Oikonym"
"Imgarra",1,"Oronym"
"Impa",3,"Oikonym"
"Impaziya",2,"Oikonym"
"Imraḫaššuwa",1,"Choronym"
"Imralla",2,"Hydronym"
"Imralla",2,"Oikonym"
"Imuniya[",1,"Oikonym"
"In[",1,"Oikonym"
"Ina[",2,"Hydronym"
"Ina[",2,"Oronym"
"Inašara",2,"Choronym"
"Inatarziya",2,"Oronym"
"Ingalawa",1,"Oikonym"
"Intuḫḫu[",1,"Oikonym"
"Inurta",1,"Oikonym"
"Inutaḫapa",2,"Oikonym"
"Inuwita",4,"Oikonym"
"Inzaluḫa",2,"Oikonym"
"Inzalwa",1,"Oikonym"
"Inzili",2,"Oikonym"
"Inzilitipa",1,"Oikonym"
"Ipiara[",1,"Oikonym"
"Ipiš[ (?)",1,"Oikonym"
"Ippaššana",2,"Choronym"
"Ipšuwa",2,"Oikonym"
"Iptalaim",2,"Oikonym"
"Irḫanta",3,"Oikonym"
"Irgata",1,"Oikonym"
"Irima",1,"Oikonym"
"Iripa",1,"Oikonym"
"Irrana",1,"Oronym"
"Irrita",23,"Choronym"
"Irriwa",2,"Oikonym"
"Iš[",9,"Choronym"
"Iš[",9,"Oronym"
"Išḫa[",1,"Oikonym"
"Išḫara",1,"Oronym"
"Išḫaruwa",1,"Oikonym"
"Išḫašḫuriya",1,"Hydronym"
"Išḫinparla",2,"Oikonym"
"Išḫupa",1,"Choronym"
"Išḫupitta",39,"Choronym"
"Išaruišša",1,"Oikonym"
"Išašpara",1,"Oikonym"
"Išdaḫarunuwa",5,"Oronym"
"Išdaḫiša",3,"Oikonym"
"Išdammutar",3,"Oikonym"
"Iškalu[",1,"Oikonym"
"Iškamaḫašša",4,"Choronym"
"Iškapḫizna",1,"Oikonym"
"Iškazuwa",3,"Oikonym"
"Iškila",2,"Oikonym"
"Iškiša",2,"Oronym"
"Iškiya",1,"Oikonym"
"Išku[",1,"Oikonym"
"Iškula",1,"Oikonym"
"Iškuruḫa",3,"Choronym"
"Iškuruwa",1,"Oikonym"
"Iškuša",1,"Hydronym"
"Išmirika",16,"Choronym"
"Išnati",1,"Oikonym"
"Išpi[",1,"Oikonym"
"Išputaštiwa",1,"Oronym"
"Iššanašša",3,"Oikonym"
"Išta[",1,"Oikonym"
"Ištaḫara",44,"Choronym"
"Ištaluppa",6,"Choronym"
"Ištami[",2,"Oikonym"
"Ištanuwa",57,"Oikonym"
"Ištapana",1,"Oikonym"
"Ištiruwa",4,"Oikonym"
"Ištiš[",1,"Oikonym"
"Ištištaḫa",1,"Choronym"
"Ištitina",20,"Choronym"
"Ištuḫila",5,"Oikonym"
"Ištumišta",3,"Oikonym"
"Ištuna",1,"Oikonym"
"Ištupišta",1,"Oikonym"
"Išu[",1,"Oronym"
"Išuwa",81,"Choronym"
"Itiḫa",1,"Oikonym"
"Itipa",2,"Oikonym"
"Itla",3,"Oikonym"
"Ittuma",2,"Oikonym"
"Iuḫašteli",1,"Oikonym"
"Iuḫini",1,"Oronym"
"Iumiyarini",1,"Oikonym"
"Iunzarašta",1,"Oikonym"
"Iupapaina",1,"Oikonym"
"Iuppašlu[",1,"Oikonym"
"Iwašḫa[",1,"Oikonym"
"Iwatalliša",1,"Oikonym"
"Iya[",1,"Oikonym"
"Iyaḫala",2,"Choronym"
"Iyaḫrešša",14,"Oikonym"
"Iyakanuina",2,"Oikonym"
"Iyakkuriya",3,"Oikonym"
"Iyalanta",21,"Choronym"
"Iyali[",1,"Oronym"
"Iyama",2,"Oikonym"
"Iyanina",1,"Oikonym"
"Iyaruwata",11,"Oikonym"
"Iyašanta",3,"Oikonym"
"Iyaupapa",1,"Oikonym"
"Iyaušuriya",1,"Oikonym"
"Iyauwanta",3,"Hydronym"
"Iyauwanta",3,"Oronym"
"Iyazappalanta (?)",1,"Oikonym"
"Izḫanigga",1,"Oikonym"
"Izziya",4,"Oikonym"
"KA (?)",1,"Oikonym"
"Ka[ (?)",1,"Oikonym"
"Ka[",34,"Choronym"
"Ka[",34,"Oronym"
"Kaḫamešša",1,"Oikonym"
"Kaḫat",5,"Oikonym"
"Kaḫatḫina",1,"Oikonym"
"Kaḫlawa",1,"Oikonym"
"Kadudupa",2,"Oikonym"
"Kaitḫarza",1,"Oikonym"
"Kaitana",2,"Oikonym"
"Kakalna",1,"Oikonym"
"Kakarpa",1,"Oikonym"
"Kakaršuwa",1,"Oikonym"
"Kakatuwa",5,"Oikonym"
"Kakšat",4,"Oikonym"
"Kakumaḫa",3,"Oikonym"
"Kala[",4,"Choronym"
"Kalapiya",2,"Oikonym"
"Kalašma",25,"Choronym"
"Kalašmitta",8,"Oikonym"
"Kalašumiya",2,"Oikonym"
"Kalilapu",3,"Hydronym"
"Kalimuna",8,"Oikonym"
"Kalkiya",1,"Oikonym"
"Kallištapa",29,"Oronym"
"Kalmazita[",1,"Oikonym"
"Kalmiya",1,"Oikonym"
"Kalpašanaḫila",2,"Oikonym"
"Kalwadda",2,"Oikonym"
"Kalzana",2,"Oikonym"
"Kalzarapara",4,"Oronym"
"Kam[",1,"Oikonym"
"Kamam[ (?)",1,"Oronym"
"Kamari",1,"Oikonym"
"Kammaḫu",2,"Oronym"
"Kammala",5,"Choronym"
"Kammaliya",8,"Oronym"
"Kammama",38,"Choronym"
"Kammuziya",1,"Oikonym"
"Kanara",2,"Oikonym"
"Kanawiya",2,"Oikonym"
"Kandurna",8,"Oronym"
"Kaneš",126,"Choronym"
"Kanešḫa",4,"Choronym"
"Kaneši",1,"Oikonym"
"Kanešta[",1,"Oronym"
"Kanin[",2,"Oikonym"
"Kanitḫi",1,"Choronym"
"Kaniya",1,"Oikonym"
"Kankazuwa",1,"Oikonym"
"Kannuwara",13,"Oikonym"
"Kantaḫuya",1,"Oronym"
"Kantišiša",2,"Oikonym"
"Kanuwaya",1,"Oikonym"
"Kanzana",2,"Oikonym"
"Kanzapita",3,"Oikonym"
"Kap[",1,"Oikonym"
"Kapanuwanta",3,"Oikonym"
"Kapapaḫša",3,"Oikonym"
"Kapapaḫšuwa",3,"Oikonym"
"Kaparša",2,"Oikonym"
"Kaparuwa",1,"Oikonym"
"Kapaškupina",2,"Oronym"
"Kapaštara",2,"Oikonym"
"Kapaštuštu",3,"Oikonym"
"Kapazata (?)",1,"Oikonym"
"Kapazuwa",1,"Oronym"
"Kapipiša",2,"Oikonym"
"Kapiruḫa",8,"Choronym"
"Kapitašamna",6,"Oikonym"
"Kapitta",5,"Oikonym"
"Kapittara",2,"Oikonym"
"Kapiunama (?)",1,"Oikonym"
"Kaplawiya",2,"Oikonym"
"Kappaduwa",1,"Oikonym"
"Kappatta",3,"Oikonym"
"Kapperi",5,"Oikonym"
"Kappuppuwa",4,"Choronym"
"Kappurnanta",2,"Oikonym"
"Kappušiya",2,"Oikonym"
"Kapšalla",2,"Hydronym"
"Kapšalla",2,"Oronym"
"Kaptazumi[",2,"Oikonym"
"Kapura[",1,"Oikonym"
"Kapušku",2,"Oikonym"
"Kaputta",1,"Oikonym"
"Kar[",5,"Choronym"
"Kar[",5,"Oronym"
"Karaḫna",74,"Choronym"
"Karašma",1,"Choronym"
"Karašuwa",4,"Oikonym"
"Karduniaš",158,"Choronym"
"Kargamiš",127,"Choronym"
"Karikuriška",1,"Oikonym"
"Kariuna",3,"Oikonym"
"Karkarna",2,"Oikonym"
"Karkaziya",2,"Oikonym"
"Karki[",1,"Oikonym"
"Karkiša",15,"Choronym"
"Karkiya",4,"Choronym"
"Karkuma",1,"Oikonym"
"Karna",2,"Oronym"
"Karpa[",1,"Choronym"
"Karša[",1,"Oronym"
"Karšaniya",1,"Oikonym"
"Kartapaḫa",33,"Oikonym"
"Kartiuna",3,"Oronym"
"Kartuša",1,"Oikonym"
"Karu[",1,"Oikonym"
"Karupaḫa",4,"Oikonym"
"Karuš[",1,"Oikonym"
"Kaš[",2,"Oikonym"
"Kašḫa",46,"Oikonym"
"Kašara",2,"Oikonym"
"Kašašša",9,"Oikonym"
"Kašaya",18,"Oikonym"
"Kašduḫa",3,"Oikonym"
"Kašdumiša",1,"Oikonym"
"Kašduwara",4,"Oikonym"
"Kašiliya",1,"Oikonym"
"Kašima",1,"Choronym"
"Kašimula",1,"Oikonym"
"Kašipa",3,"Choronym"
"Kašipaḫa",1,"Oikonym"
"Kašipura",21,"Oikonym"
"Kaška",254,"Choronym"
"Kaškiya",1,"Oikonym"
"Kašparuna",2,"Oikonym"
"Kašša",2,"Oikonym"
"Kaššiya",10,"Choronym"
"Kaššiyara",9,"Oronym"
"Kaššu",12,"Choronym"
"Kaššu",12,"Oronym"
"Kaštama",87,"Choronym"
"Kaštana",1,"Oikonym"
"Kaštaraya",1,"Hydronym"
"Kaštarištuwa",1,"Oikonym"
"Kaštariyapa",3,"Oikonym"
"Kašula",10,"Choronym"
"Kašulišna",1,"Oikonym"
"Kašuriya",1,"Oikonym"
"Kat[ (?)",1,"Oikonym"
"Kat[",2,"Oikonym"
"Katḫaidduwa",3,"Oikonym"
"Katḫariya",4,"Choronym"
"Kataḫḫa",4,"Oikonym"
"Katala",3,"Oronym"
"Katalaḫniaša",2,"Oikonym"
"Kataladuwa",2,"Oikonym"
"Katapa",137,"Choronym"
"Katarga",2,"Oikonym"
"Katašera",1,"Oikonym"
"Kati[",1,"Oikonym"
"Katitimišša",3,"Oikonym"
"Katiya",2,"Oikonym"
"Katruma",5,"Oikonym"
"Kattanna",3,"Choronym"
"Kattemarna",1,"Oikonym"
"Kattešišša",2,"Oikonym"
"Kattila",9,"Oikonym"
"Kattitimuwa",6,"Oikonym"
"Kattiwa",1,"Oikonym"
"Kaumar",2,"Oikonym"
"Kawa[",1,"Oikonym"
"Kawarna",3,"Oikonym"
"Kayupa",2,"Oikonym"
"Kaz[",3,"Choronym"
"Kazaḫa (?)",1,"Oikonym"
"Kazaḫa",2,"Oikonym"
"Kazzapa",7,"Oikonym"
"Kazzaupašša",1,"Oikonym"
"Kazzi[",1,"Oikonym"
"Kazzilu[",1,"Oikonym"
"Kella",3,"Hydronym"
"KI (?)",1,"Oikonym"
"Ki[",4,"Choronym"
"Kidawanda",2,"Oronym"
"Kikkipra",2,"Oikonym"
"Kikkizzina",2,"Oikonym"
"Kikkumrina",2,"Oikonym"
"Kil[",1,"Oikonym"
"Kilimuna",4,"Oikonym"
"Kilinuna",3,"Oronym"
"Kilišra",10,"Oikonym"
"KIN.TI",1,"Oikonym"
"Kinaḫḫa",6,"Choronym"
"Kinkališa",6,"Oronym"
"Kinnara",4,"Choronym"
"Kinta",1,"Oikonym"
"Kinza",35,"Choronym"
"Kipitta",1,"Oikonym"
"Kippinipi",1,"Hydronym"
"Kiš (?)",1,"Oikonym"
"Kiš",1,"Oikonym"
"Kišanta (?)",1,"Oikonym"
"Kiškilušša",5,"Oikonym"
"Kišmitta",1,"Oikonym"
"Kišpuwa",2,"Choronym"
"Kiššina",1,"Oikonym"
"Kiššiya",1,"Choronym"
"Kištama",1,"Oikonym"
"Kištumiša",1,"Oikonym"
"Kišula",1,"Oikonym"
"Kitawiluwa",1,"Oikonym"
"Kiuta",2,"Oikonym"
"Kizi[",1,"Oikonym"
"Kiziwar",3,"Oikonym"
"Kizzi[",1,"Oikonym"
"Kizzuwatna",249,"Choronym"
"Ku[",8,"Choronym"
"Ku[",8,"Oronym"
"Kuḫa[",1,"Oikonym"
"Kuduwa",3,"Oronym"
"Kuenzuliya (?)",1,"Oikonym"
"Kuiluna",1,"Oikonym"
"Kuina[",1,"Hydronym"
"Kuišgani",1,"Oikonym"
"Kuizna/Kuizzana",2,"Oikonym"
"Kukkuddana",2,"Oikonym"
"Kukumušša",1,"Oronym"
"Kukuwawa",1,"Oikonym"
"Kula[",1,"Oronym"
"Kuli",1,"Oikonym"
"Kulilla",10,"Oikonym"
"Kulišša[",1,"Oikonym"
"Kulitḫa",2,"Oronym"
"Kulita",1,"Oikonym"
"Kuliwišna",120,"Oikonym"
"Kuluppa",4,"Oikonym"
"Kum[",2,"Oikonym"
"Kumma",6,"Oikonym"
"Kumma[",1,"Oikonym"
"Kummaḫa",12,"Choronym"
"Kummanešmaḫ",1,"Oikonym"
"Kummanni",145,"Choronym"
"Kummara",4,"Hydronym"
"Kummarna",5,"Oikonym"
"Kummešmaḫa",9,"Choronym"
"Kummešmaḫa",9,"Hydronym"
"Kummi[",1,"Oikonym"
"Kummiya",47,"Oikonym"
"Kun[",2,"Oikonym"
"Kunaduwa[",1,"Hydronym"
"Kunaššarwa",4,"Oikonym"
"Kunkumišša",7,"Oronym"
"Kunkuniya",1,"Oikonym"
"Kunniyara",1,"Oikonym"
"Kuntara",2,"Oikonym"
"Kuntiya",1,"Oronym"
"Kunzinašša",2,"Oikonym"
"Kup[",1,"Oikonym"
"Kupara",2,"Oikonym"
"Kupi[",1,"Oikonym"
"Kupita",2,"Oronym"
"Kupra",1,"Oikonym"
"KUR _ŠAPLITI",22,"Choronym"
"KUR UGU",46,"Choronym"
"Kur[",1,"Oikonym"
"Kurḫi",4,"Oronym"
"Kuraliya",1,"Oronym"
"Kuranda",1,"Oikonym"
"Kurimma",1,"Oronym"
"Kuriwanta",1,"Oronym"
"Kurkanza",1,"Oikonym"
"Kurkuddunni",6,"Oronym"
"Kurkurešša",2,"Oikonym"
"Kurna",2,"Oronym"
"Kurrišša",1,"Oikonym"
"Kurša",3,"Oikonym"
"Kurša[",2,"Oikonym"
"Kuršan[",1,"Oikonym"
"Kuršaura",1,"Choronym"
"Kurta[",1,"Oikonym"
"Kurtanašša",2,"Oikonym"
"Kurupaššiya",1,"Oikonym"
"Kurupiya",3,"Choronym"
"Kuruštama",24,"Oikonym"
"Kušḫušḫuna",2,"Oikonym"
"Kuša[",1,"Oikonym"
"Kušlu[",1,"Oronym"
"Kuššar",25,"Oikonym"
"Kuššuriya",2,"Oikonym"
"Kut[",1,"Oikonym"
"Kutmar",2,"Oikonym"
"Kutpa",1,"Oikonym"
"Kutpina",2,"Oikonym"
"Kutupitašša",1,"Oikonym"
"Kutupšašši",1,"Choronym"
"Kuwa",1,"Oikonym"
"Kuwakuwaliyata",1,"Oronym"
"Kuwalana",4,"Oikonym"
"Kuwalana",4,"Oronym"
"Kuwalapašša",3,"Choronym"
"Kuwaliya",23,"Choronym"
"Kuwaliyatta",1,"Oronym"
"Kuwanna",1,"Oikonym"
"Kuwannaniya",29,"Hydronym"
"Kuwanni",2,"Choronym"
"Kuwapita",1,"Oronym"
"Kuwari",3,"Oronym"
"Kuwarina",1,"Choronym"
"Kuwarpiša",1,"Oikonym"
"Kuwaršawanta",2,"Oikonym"
"Kuwašariya",1,"Oikonym"
"Kuwaštuḫḫuriḫšena",1,"Oikonym"
"Kuwati",1,"Oikonym"
"Kuwatilša",2,"Oronym"
"Kuzaštarina",2,"Oikonym"
"Kuzina",1,"Oikonym"
"Kuzinišini",1,"Oikonym"
"Kuzuruwa",2,"Oikonym"
"La[ (?)",1,"Hydronym"
"La[ ]yašpu",1,"Hydronym"
"La[ ]za",1,"Oikonym"
"La[",4,"Choronym"
"Laḫa",1,"Oronym"
"Laḫina[",2,"Oikonym"
"Laḫinašši",1,"Oikonym"
"Laḫirḫila",1,"Oikonym"
"Laḫpišu",1,"Oronym"
"Laḫtaraḫura",1,"Oikonym"
"Laḫurama",5,"Oikonym"
"Laḫuwazantiya",8,"Oikonym"
"Laḫuwiyašši",1,"Oikonym"
"Labla",4,"Oronym"
"Lablana",17,"Oronym"
"Laiuna",5,"Oikonym"
"Lak[",1,"Oikonym"
"Lakkarwa",2,"Oikonym"
"Lakkimiša",8,"Oikonym"
"Lakkiš[",2,"Oikonym"
"Lakku",7,"Oikonym"
"Lakkurišša",1,"Oikonym"
"Laknaniga",1,"Oikonym"
"Lakterišša",1,"Oikonym"
"Lalḫa",6,"Choronym"
"Lalanda",5,"Choronym"
"Lalapaduwa",4,"Oronym"
"Lalatta",1,"Oikonym"
"Lalawainta",2,"Oikonym"
"Lalla",2,"Oikonym"
"Lallupiya",45,"Oikonym"
"Lamiya",3,"Oikonym"
"Lamma",1,"Oikonym"
"Lammanza[",1,"Oikonym"
"Landa",27,"Oikonym"
"Lapana",1,"Oikonym"
"Lapašunuwa",4,"Oronym"
"Lappina",1,"Oikonym"
"Lappišna",1,"Oikonym"
"Lar[ ]wanda",1,"Oikonym"
"Larak",1,"Choronym"
"Laranta",1,"Oikonym"
"Larša (?)",1,"Hydronym"
"Laršiliya",2,"Oikonym"
"Laruna",2,"Oikonym"
"Lašti[",1,"Oikonym"
"Lawanta",3,"Oikonym"
"Lawaša",2,"Oronym"
"Lawata",9,"Choronym"
"Lawata",9,"Oronym"
"Lawazantiya",84,"Oikonym"
"Lazpa",3,"Choronym"
"Lazumiya",2,"Oikonym"
"Li",1,"Oikonym"
"Li[ (?)",1,"Oikonym"
"Li[",2,"Choronym"
"Liḫaya (?)",1,"Oikonym"
"Liḫša",4,"Oikonym"
"Liḫša",4,"Oronym"
"Liḫzina",72,"Oikonym"
"Liḫzina",72,"Oronym"
"Lik[",1,"Oikonym"
"Likpi[",1,"Oikonym"
"Lillima",1,"Oikonym"
"Lim[",1,"Oronym"
"Limiya",1,"Hydronym"
"Lip[",1,"Oikonym"
"Lipa",1,"Oikonym"
"Lipawaya",1,"Oikonym"
"Liprašša",2,"Oikonym"
"Lišipra",3,"Oikonym"
"Lit[",1,"Choronym"
"Litta",1,"Oikonym"
"Lu[",2,"Oikonym"
"Luḫḫuššantiya",1,"Oikonym"
"Luḫma",3,"Choronym"
"LUGAL",1,"Oikonym"
"Lukarḫi",2,"Oikonym"
"Lukka",24,"Choronym"
"Lukkantaya",1,"Oikonym"
"Lukkata",2,"Oikonym"
"Lukšašši",1,"Oikonym"
"Lula",9,"Oronym"
"Luli[",1,"Oikonym"
"Lulia",1,"Oikonym"
"Lulluwa",10,"Choronym"
"Lupuruna",1,"Oikonym"
"Luša",1,"Choronym"
"Lušapa",1,"Oikonym"
"Lušna",9,"Oikonym"
"Lut[",1,"Oikonym"
"Luwana",2,"Oikonym"
"Luwiya",41,"Choronym"
"Ma[ (?)",1,"Oikonym"
"Ma[ ]itama",1,"Oikonym"
"Ma[",10,"Choronym"
"Ma[",10,"Hydronym"
"Maḫḫara",1,"Oronym"
"Maḫḫut[",1,"Oikonym"
